resource_id,title,url,annee,type
3c059a3c-4624-4513-b3a4-2b18c48dfd47,vehicules_2013.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation-sur-6-annees/20150806-153739/vehicules_2013.csv,2013,vehicules
1e00e4dd-e204-4a08-9e10-9b8a02791ba9,lieux_2013.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation-sur-6-annees/20150806-153935/lieux_2013.csv,2013,lieux
18b1a57a-57bf-4bf1-b9ee-dfa5a3154225,caracteristiques_2013.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation-sur-6-annees/20150806-154105/caracteristiques_2013.csv,2013,caracteristiques
a19e060e-1c18-4272-ac4e-d4745ab8fade,usagers_2012.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation-sur-6-annees/20150806-154306/usagers_2012.csv,2012,usagers
48683290-0d4d-429a-8fb6-977887098d5d,vehicules_2012.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation-sur-6-annees/20150806-154148/vehicules_2012.csv,2012,vehicules
59cc1244-2397-430a-8afb-6a0a071ff4d2,lieux_2012.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation-sur-6-annees/20150806-154334/lieux_2012.csv,2012,lieux
b2518ec1-6529-47bc-9d55-40e2effeb0e7,caracteristiques_2012.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation-sur-6-annees/20150806-154431/caracteristiques_2012.csv,2012,caracteristiques
bd946492-31b3-428e-8494-a1e203bdc9cc,usagers_2011.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation-sur-6-annees/20150806-154656/usagers_2011.csv,2011,usagers
569e3f44-ff4c-4a25-bb45-f4a3646b392d,vehicules_2011.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation-sur-6-annees/20150806-154842/vehicules_2011.csv,2011,vehicules
26d37f6b-3603-42b0-a779-bbeaa19af4a6,lieux_2011.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation-sur-6-annees/20150806-154632/lieux_2011.csv,2011,lieux
37991267-8a15-4a9d-9b1c-ff3e6bea3625,caracteristiques_2011.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation-sur-6-annees/20150806-154723/caracteristiques_2011.csv,2011,caracteristiques
c5e5664d-1483-41da-a4c6-5f1727d7a353,usagers_2010.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation-sur-6-annees/20150806-155001/usagers_2010.csv,2010,usagers
4dd8a9ea-785f-4e3f-8f83-3838a60ac7f5,vehicules_2010.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation-sur-6-annees/20150806-154916/vehicules_2010.csv,2010,vehicules
86577e9c-56ab-4673-95cb-3351e804fc03,lieux_2010.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation-sur-6-annees/20150806-154939/lieux_2010.csv,2010,lieux
decdfe8c-38ff-4a06-b7fc-615785f2914d,caracteristiques_2010.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation-sur-6-annees/20150806-155035/caracteristiques_2010.csv,2010,caracteristiques
2387db3d-11ee-4df4-aa31-4c3c748244d4,usagers_2009.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation/20160422-112105/usagers_2009.csv,2009,usagers
787ba26e-2588-47aa-b73d-346f120f9c59,vehicules_2009.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation/20160422-112123/vehicules_2009.csv,2009,vehicules
0a25081b-89b6-4f7c-9d31-72ec679f0abf,lieux_2009.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation/20160422-112018/lieux_2009.csv,2009,lieux
fdfacdb9-f48e-4759-bae5-48d063216acb,caracteristiques_2009.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation/20160422-111851/caracteristiques_2009.csv,2009,caracteristiques
433e26cf-d4c8-4dd9-b3f2-ecbc8a8f0509,usagers_2008.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation/20160909-180838/usagers_2008.csv,2008,usagers
6d9e4024-8207-4020-ae4c-5b83504e7268,vehicules_2008.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation/20160909-180912/vehicules_2008.csv,2008,vehicules
237a4d23-1b66-43fb-8832-2f89fbbc6beb,lieux_2008.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation/20160909-180956/lieux_2008.csv,2008,lieux
722ebb99-c8b2-4635-bf8d-125dd280ee42,caracteristiques_2008.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation/20160909-180939/caracteristiques_2008.csv,2008,caracteristiques
c5c30fc2-9bfd-4bcd-b45b-f01a31f1d087,usagers_2007.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation/20160909-180535/usagers_2007.csv,2007,usagers
6e905a7a-c48d-4f5c-a0bb-54b83c8dfe5f,vehicules_2007.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation/20160909-180604/vehicules_2007.csv,2007,vehicules
1d967969-c3d2-45c6-adc7-b3b72a8c6e89,lieux_2007.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation/20160909-180717/lieux_2007.csv,2007,lieux
6fc7b169-4dfe-442c-8c28-8bd773aeddf8,caracteristiques_2007.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation/20160909-180642/caracteristiques_2007.csv,2007,caracteristiques
ebb4c37e-1616-497d-b5ed-f8113bed2ae7,usagers_2006.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation/20160909-180113/usagers_2006.csv,2006,usagers
c3362179-9c39-4056-9503-ce00ea6b810e,vehicules_2006.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation/20160909-180143/vehicules_2006.csv,2006,vehicules
28b1fbdc-f984-40d8-8614-236ee26adc7c,lieux_2006.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation/20160909-180201/lieux_2006.csv,2006,lieux
fafa33cf-50cb-4092-a819-d5209f684089,caracteristiques_2006.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation/20160909-180009/caracteristiques_2006.csv,2006,caracteristiques
cecdbd46-11f2-41fa-b0bd-e6e223de6b3c,usagers_2005.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation/20160913-160125/usagers_2005.csv,2005,usagers
924b962b-4400-4468-9f7d-0bdba28f51e9,vehicules_2005.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation/20160913-160144/vehicules_2005.csv,2005,vehicules
3a3488e0-86a1-4917-b082-f3bdc25f6922,lieux_2005.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation/20160913-160102/lieux_2005.csv,2005,lieux
a47866f7-ece1-4de8-8d31-3a1b4f477e08,caracteristiques_2005.csv,https://static.data.gouv.fr/resources/base-de-donnees-accidents-corporels-de-la-circulation/20160913-155958/caracteristiques_2005.csv,2005,caracteristiques
